,ifm_peak_amplitude,ifm_peak_freq_resolution,ifm_stop,ifm_rms,ifm_duration,ifm_region_id,ifm_start,ifm_terminal_frequency,ifm_peak_frequency,cf_peak_amplitude,cf_peak_freq_resolution,cf_stop,cf_rms,cf_duration,cf_region_id,cf_start,cf_terminal_frequency,cf_peak_frequency,tfm_peak_amplitude,tfm_peak_freq_resolution,tfm_stop,tfm_rms,tfm_duration,tfm_region_id,tfm_start,tfm_terminal_frequency,tfm_peak_frequency,audio_file,terminal_frequency_threshold,video_annot_id,num_bats,0,duration,peak_freq_resolution
10,0.05047607421875,1028.80658436214,0.001936,0.017798727969013346,0.001936,fm1,0.0,103305.78512396694,105888.42975206609,0.314453125,33.244680851063826,0.062091999999999994,0.14929682913702222,0.060155999999999994,cf1,0.001936,107620.1875124676,107653.43440388324,0.045166015625,1046.0251046025103,0.064,0.015075461352218229,0.0019079999999999998,fm2,0.062091999999999994,102725.36687631028,105345.91194968554,segment_matching_annotaudio_Aditya_2018-08-16_21502300_22_hp,-10,Aditya_2018-08-16_21502300_22,2,,,
11,0.042266845703125,1237.6237623762374,0.002344,0.02031066394797113,0.0016079999999999998,fm1,0.000736,92039.8009950249,103855.72139303484,0.07415771484375,106.92899914456801,0.021044,0.03912734247212378,0.0187,cf1,0.002344,105133.68983957221,105401.0695187166,0.059783935546875,714.2857142857142,0.023836000000000003,0.024684871374433228,0.002792,fm2,0.021044,90616.04584527221,105300.85959885387,segment_matching_annotaudio_Aditya_2018-08-16_21502300_24_hp,-10,Aditya_2018-08-16_21502300_24,1,,,
12,0.01971435546875,1173.7089201877934,0.0020440000000000002,0.007325426637866852,0.001696,fm1,0.000348,96108.49056603774,102594.3396226415,0.037445068359375,96.86168151879116,0.022684,0.02035695925333897,0.020640000000000002,cf1,0.0020440000000000002,103439.92248062015,103294.57364341084,0.019989013671875,980.3921568627452,0.024716,0.007348096777440075,0.002032,fm2,0.022684,95472.44094488188,103838.58267716537,segment_matching_annotaudio_Aditya_2018-08-16_21502300_25_hp,-10,Aditya_2018-08-16_21502300_25,1,,,
13,0.031005859375,2118.64406779661,0.001192,0.016080028270564983,0.000936,fm1,0.000256,95085.47008547008,101495.7264957265,0.083160400390625,126.39029322548029,0.017012,0.044637990217092964,0.015819999999999997,cf1,0.001192,102275.600505689,102465.23388116306,0.05804443359375,1012.1457489878543,0.018984,0.023608330571093385,0.001972,fm2,0.017012,90770.79107505073,101926.9776876268,segment_matching_annotaudio_Aditya_2018-08-16_21502300_26_hp,-10,Aditya_2018-08-16_21502300_26,2,,,
14,,,,,,,,,,0.032867431640625,78.14942169427947,0.026284,0.015824242305162085,0.025584,cf1,0.0007,104713.88367729832,104831.1444652908,0.01947021484375,1162.7906976744189,0.027999999999999997,0.008471267485265202,0.001716,fm1,0.026284,92074.59207459207,103729.60372960372,segment_matching_annotaudio_Aditya_2018-08-16_21502300_28_hp,-10,Aditya_2018-08-16_21502300_28,2,,,
15,0.03216552734375,1404.4943820224719,0.0023120000000000003,0.014604191647460378,0.0014199999999999998,fm1,0.000892,91549.2957746479,102112.67605633805,0.053802490234375,138.50415512465375,0.016748,0.030730190310537118,0.014436000000000001,cf1,0.0023120000000000003,102798.55915766141,102798.55915766141,0.033782958984375,992.0634920634919,0.01876,0.01681463894727106,0.002012,fm2,0.016748,85984.09542743539,101391.65009940356,segment_matching_annotaudio_Aditya_2018-08-16_21502300_30_hp,-10,Aditya_2018-08-16_21502300_30,1,,,
16,0.024261474609375,1824.8175182481752,0.001256,0.011764266508987731,0.001092,fm1,0.000164,101648.35164835166,108058.60805860806,0.12249755859375,38.574294090418135,0.0531,0.058434533719928634,0.05184400000000001,cf1,0.001256,108344.26355991053,108382.84083018287,0.045379638671875,1412.4293785310736,0.054512,0.02427285642568219,0.0014119999999999998,fm2,0.0531,101274.78753541078,106940.5099150142,segment_matching_annotaudio_Aditya_2018-08-16_21502300_32_hp,-10,Aditya_2018-08-16_21502300_32,1,,,
17,0.060546875,1677.8523489932886,0.001772,0.03292732087715481,0.001184,fm1,0.000588,96283.7837837838,106418.91891891892,0.1026611328125,74.42691277165822,0.028636,0.049861854587858384,0.026864,cf1,0.001772,108993.44848123883,109216.79571173317,0.044097900390625,1533.7423312883434,0.029932,0.022001574498620526,0.001296,fm2,0.028636,98765.43209876544,108024.6913580247,segment_matching_annotaudio_Aditya_2018-08-16_21502300_33_hp,-10,Aditya_2018-08-16_21502300_33,1,,,
18,0.039825439453125,1250.0,0.0019440000000000002,0.01842778448562036,0.001592,fm1,0.000352,101758.79396984926,109296.48241206033,0.05572509765625,69.52169076751946,0.030704000000000002,0.02652068936708693,0.02876,cf1,0.0019440000000000002,109492.35048678721,109700.97357440893,0.024993896484375,1358.695652173913,0.032168,0.011275688231031495,0.001464,fm2,0.030704000000000002,99726.77595628415,107240.43715846994,segment_matching_annotaudio_Aditya_2018-08-16_21502300_35_hp,-10,Aditya_2018-08-16_21502300_35,1,,,
19,0.02801513671875,2941.1764705882347,0.000676,0.015282365296318809,0.000672,fm1,4e-06,107142.85714285713,111607.14285714287,0.044219970703125,141.72335600907033,0.014780000000000001,0.02380841751801355,0.014103999999999998,cf1,0.000676,110961.42938173568,111103.23312535453,0.057525634765625,1184.8341232227488,0.01646,0.02622131835907146,0.00168,fm2,0.014780000000000001,101785.71428571428,108333.33333333334,segment_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp,-10,Aditya_2018-08-16_21502300_39,2,,,
20,0.028778076171875,1923.0769230769229,0.001184,0.01277388893952906,0.001036,fm1,0.000148,93629.34362934364,97490.34749034749,0.032470703125,110.13215859030836,0.019336000000000002,0.016652877808424827,0.018152,cf1,0.001184,106214.19127368886,106214.19127368886,0.0496826171875,1572.3270440251572,0.020604,0.020523157735012232,0.001268,fm2,0.019336000000000002,92271.29337539432,97791.79810725553,segment_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp,-10,Aditya_2018-08-16_21502300_40,3,,,
21,0.114410400390625,2100.840336134454,0.001972,0.056279608102757235,0.000944,fm1,0.0010279999999999998,99576.27118644069,102754.2372881356,0.307586669921875,44.4365446142908,0.046976,0.12814527571434986,0.045004,cf1,0.001972,105568.39392054039,105746.1558972536,0.042572021484375,2525.252525252525,0.047764,0.02080262536587855,0.000788,fm2,0.046976,100253.80710659898,102791.87817258883,segment_matching_annotaudio_Aditya_2018-08-16_21502300_41_hp,-10,Aditya_2018-08-16_21502300_41,2,,,
22,0.017669677734375,1655.6291390728477,0.001572,0.00935713907814473,0.001204,fm1,0.000368,91362.12624584716,100498.3388704319,0.0279541015625,186.98578908002992,0.012264,0.013141162233891723,0.010692,cf1,0.001572,106621.77328843996,107089.41264496821,0.03662109375,1366.120218579235,0.01372,0.01582703708503471,0.001456,fm2,0.012264,88598.90109890111,105082.41758241759,segment_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp,-10,Aditya_2018-08-16_21502300_43,2,,,
23,0.046661376953125,1968.5039370078741,0.0020039999999999997,0.02294037857028884,0.001008,fm1,0.0009960000000000001,104166.66666666669,110119.04761904762,0.21173095703125,42.00268817204301,0.049616,0.10626033447283803,0.047612,cf1,0.0020039999999999997,109951.27278837268,110014.28211375284,0.063385009765625,1798.5611510791364,0.05072,0.027452819007611328,0.001104,fm2,0.049616,102355.07246376813,107789.85507246378,segment_matching_annotaudio_Aditya_2018-08-16_21502300_44_hp,-10,Aditya_2018-08-16_21502300_44,1,,,
24,0.03729248046875,1453.4883720930234,0.001816,0.017198402287052283,0.001372,fm1,0.00044400000000000006,99854.22740524783,107142.85714285713,0.07470703125,46.572280178837566,0.044752,0.030173369050329968,0.042936,cf1,0.001816,109325.507732439,109372.08869014347,0.01910400390625,2032.520325203252,0.045732,0.009298398825739818,0.00098,fm2,0.044752,102040.81632653062,105102.04081632654,segment_matching_annotaudio_Aditya_2018-08-16_21502300_45_hp,-10,Aditya_2018-08-16_21502300_45,2,,,
25,0.217681884765625,1344.0860215053765,0.0017280000000000002,0.09509007668106567,0.00148,fm1,0.000248,97972.972972973,107432.43243243244,0.316802978515625,42.69125683060109,0.048572000000000004,0.13748851155486014,0.046844,cf1,0.0017280000000000002,109811.28853214926,109896.67833660661,0.03009033203125,2747.2527472527468,0.049296,0.015673733454880746,0.000724,fm2,0.048572000000000004,103591.16022099447,109116.02209944752,segment_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp,-10,Aditya_2018-08-16_21502300_46,1,,,
26,0.026611328125,3289.4736842105267,0.0014119999999999998,0.012346278121672069,0.000604,fm1,0.000808,102649.00662251656,107615.89403973511,0.07928466796875,112.10762331838563,0.019247999999999998,0.03749471273949682,0.017836,cf1,0.0014119999999999998,106862.52522987216,106974.65799506617,0.0447998046875,1420.4545454545455,0.020648,0.021594307902520468,0.0014,fm2,0.019247999999999998,93571.42857142858,105714.28571428572,segment_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp,-10,Aditya_2018-08-16_21502300_47,1,,,
27,0.017303466796875,3164.556962025317,0.001236,0.008723634349431615,0.000628,fm1,0.000608,101910.82802547769,105095.54140127386,0.0653076171875,107.7121930202499,0.0198,0.033304713088400266,0.018563999999999997,cf1,0.001236,107519.93104934283,107573.79875026934,0.06005859375,1543.20987654321,0.021088,0.026200110021734647,0.001288,fm2,0.0198,100155.2795031056,105590.06211180126,segment_matching_annotaudio_Aditya_2018-08-16_21502300_62_hp,-10,Aditya_2018-08-16_21502300_62,1,,,
28,0.0172119140625,1351.3513513513512,0.001772,0.007695363073316763,0.0014759999999999999,fm1,0.000296,102303.52303523038,106368.56368563688,0.048919677734375,43.13319530710835,0.048132,0.017683735560466502,0.046360000000000005,cf1,0.001772,107182.91630716137,107204.48662640207,0.016754150390625,1488.095238095238,0.049468,0.006946155886714032,0.001336,fm2,0.048132,102544.91017964072,104790.41916167665,segment_matching_annotaudio_Aditya_2018-08-16_21502300_70_hp,-10,Aditya_2018-08-16_21502300_70,1,,,
29,0.0189208984375,4629.62962962963,0.001188,0.00784214094133159,0.000424,fm1,0.0007639999999999999,103773.58490566038,94339.62264150943,0.09161376953125,105.39629005059021,0.020156,0.041994624301821305,0.018968000000000002,cf1,0.001188,107654.99789118515,107760.43863348801,0.053375244140625,1592.3566878980894,0.021404,0.02135810608178384,0.001248,fm2,0.020156,101762.82051282053,102564.10256410256,segment_matching_annotaudio_Aditya_2018-08-16_21502300_73_hp,-10,Aditya_2018-08-16_21502300_73,1,,,
30,0.039276123046875,2016.1290322580649,0.001424,0.022933847997342258,0.000984,fm1,0.00044,100609.75609756098,105691.05691056912,0.1331787109375,43.04407713498623,0.047883999999999996,0.0645719160840323,0.04646,cf1,0.001424,108609.55660783467,108674.12828239346,0.067291259765625,1677.8523489932886,0.049072000000000005,0.03799997398240521,0.001188,fm2,0.047883999999999996,100168.35016835015,106902.3569023569,segment_matching_annotaudio_Aditya_2018-08-16_21502300_74_hp,-10,Aditya_2018-08-16_21502300_74,2,,,
31,0.018096923828125,2118.64406779661,0.00122,0.009406802795980024,0.000936,fm1,0.00028399999999999996,98290.59829059828,102564.10256410256,0.08428955078125,124.9375312343828,0.017224,0.04499522063916588,0.016004,cf1,0.00122,104161.45963509123,104161.45963509123,0.060028076171875,1256.2814070351758,0.018808000000000002,0.026605100144200016,0.001584,fm2,0.017224,96590.9090909091,103535.35353535356,segment_matching_annotaudio_Aditya_2018-08-16_21502300_98_hp,-10,Aditya_2018-08-16_21502300_98,1,,,
32,0.09942626953125,1275.5102040816328,0.0025559999999999997,0.04289051962090002,0.001564,fm1,0.000992,99744.2455242967,104859.3350383632,0.17303466796875,143.51320321469575,0.016484,0.08704975175795474,0.013928,cf1,0.0025559999999999997,107840.32165422171,108127.51292360712,0.06890869140625,1000.0,0.01848,0.0327057312727832,0.001996,fm2,0.016484,93186.37274549098,105210.42084168336,segment_matching_annotaudio_Aditya_2018-08-16_21502300_99_hp,-10,Aditya_2018-08-16_21502300_99,1,,,
33,0.0177001953125,1000.0,0.00244,0.00870407771405761,0.0019920000000000003,fm1,0.00044800000000000005,92369.4779116466,104417.67068273094,0.042633056640625,54.88474204171241,0.038872000000000004,0.019075279479242344,0.036432,cf1,0.00244,103892.18269653055,103947.07949055775,0.036163330078125,1329.7872340425529,0.040368,0.01609657718682899,0.0014960000000000002,fm2,0.038872000000000004,91577.54010695187,102272.72727272726,segment_matching_annotaudio_Aditya_2018-08-16_2324_10_hp,-10,Aditya_2018-08-16_2324_10,1,,,
34,0.032379150390625,1213.5922330097087,0.00202,0.014983022709153613,0.001644,fm1,0.000376,93673.96593673967,102798.05352798056,0.067413330078125,112.66336187471836,0.019768,0.034556579707278344,0.017748,cf1,0.00202,103955.3752535497,104180.75276087447,0.022308349609375,1524.3902439024394,0.021072,0.011190597907004676,0.0013039999999999998,fm2,0.019768,88957.05521472395,104294.47852760737,segment_matching_annotaudio_Aditya_2018-08-16_2324_117_hp,-10,Aditya_2018-08-16_2324_117,1,,,
35,0.017181396484375,1388.888888888889,0.00252,0.008261762819474256,0.001436,fm1,0.001084,95403.89972144847,100974.930362117,0.047760009765625,61.050061050061046,0.035272000000000005,0.023497151421015248,0.032751999999999996,cf1,0.00252,102405.95994137763,102528.08988764042,0.041473388671875,1329.7872340425529,0.036772000000000006,0.015182436085750763,0.0015,fm2,0.035272000000000005,92666.66666666666,98666.66666666666,segment_matching_annotaudio_Aditya_2018-08-16_2324_128_hp,-10,Aditya_2018-08-16_2324_128,1,,,
36,0.025787353515625,1121.0762331838564,0.002092,0.010123421207546144,0.0017760000000000002,fm1,0.00031600000000000004,88400.9009009009,92905.40540540538,0.053863525390625,108.22510822510824,0.020568,0.027553154710041557,0.018476,cf1,0.002092,101591.25351807752,101591.25351807752,0.033416748046875,1101.3215859030836,0.022376,0.012199537204932208,0.001808,fm2,0.020568,88495.57522123895,99004.42477876108,segment_matching_annotaudio_Aditya_2018-08-16_2324_129_hp,-10,Aditya_2018-08-16_2324_129,1,,,
37,0.007904052734375,5555.555555555556,0.00047599999999999997,0.0040595861593924025,0.000352,fm1,0.000124,96590.90909090909,107954.54545454547,0.037750244140625,143.348623853211,0.014419999999999999,0.01697470710760531,0.013944,cf1,0.00047599999999999997,106569.1336775674,106712.56454388985,0.029327392578125,781.25,0.016972,0.010122916235117916,0.002552,fm2,0.014419999999999999,92868.33855799373,106191.22257053289,segment_matching_annotaudio_Aditya_2018-08-16_2324_14_hp,-10,Aditya_2018-08-16_2324_14,1,,,
38,0.026397705078125,2272.7272727272725,0.0019079999999999998,0.014603335769127075,0.0008759999999999999,fm1,0.001032,98173.51598173515,103881.2785388128,0.069549560546875,127.74655084312724,0.017556,0.034660496366247295,0.015648,cf1,0.0019079999999999998,105253.06748466259,105316.97341513293,0.0435791015625,2358.490566037736,0.018396,0.01940599468520453,0.00084,fm2,0.017556,98809.52380952383,103571.42857142858,segment_matching_annotaudio_Aditya_2018-08-16_2324_143_hp,-10,Aditya_2018-08-16_2324_143,1,,,
39,,,,,,,,,,0.03839111328125,204.2483660130719,0.010764,0.017029902758711534,0.009784000000000001,cf1,0.00098,102105.47833197056,102309.89370400656,0.0345458984375,581.3953488372092,0.0142,0.013578001484352002,0.003436,fm1,0.010764,89057.04307334109,102444.70314318976,segment_matching_annotaudio_Aditya_2018-08-16_2324_148_hp,-10,Aditya_2018-08-16_2324_148,1,,,
40,0.021514892578125,3571.4285714285716,0.001204,0.010488172811164265,0.000552,fm1,0.0006519999999999999,99637.68115942027,97826.08695652174,0.085479736328125,129.13223140495867,0.016687999999999998,0.04363702422308224,0.015484,cf1,0.001204,103074.1410488246,103267.88943425473,0.02935791015625,992.0634920634919,0.018696,0.013503014773359788,0.002008,fm2,0.016687999999999998,91135.45816733068,102589.64143426297,segment_matching_annotaudio_Aditya_2018-08-16_2324_15_hp,-10,Aditya_2018-08-16_2324_15,1,,,
41,0.115997314453125,925.9259259259261,0.0032,0.0509822266669628,0.002152,fm1,0.001048,90148.69888475836,98977.69516728626,0.164337158203125,66.08511763150939,0.033456,0.07827693135520976,0.030256,cf1,0.0032,107317.55684822846,107681.12109994712,0.136871337890625,596.6587112171837,0.0368,0.05307394897512237,0.0033439999999999998,fm2,0.033456,88217.70334928231,104964.1148325359,segment_matching_annotaudio_Aditya_2018-08-16_2324_154_hp,-10,Aditya_2018-08-16_2324_154,1,,,
42,0.038970947265625,1219.5121951219512,0.00244,0.01367525149951,0.0016359999999999999,fm1,0.0008039999999999999,93520.78239608805,94132.02933985332,0.147491455078125,102.58514567090685,0.021932,0.062451026307241524,0.019492,cf1,0.00244,107326.08249538274,107531.29489021137,0.0523681640625,827.8145695364238,0.024344,0.02197661148976244,0.002412,fm2,0.021932,92039.80099502488,106135.98673300166,segment_matching_annotaudio_Aditya_2018-08-16_2324_156_hp,-10,Aditya_2018-08-16_2324_156,1,,,
43,0.062652587890625,868.0555555555555,0.0030039999999999997,0.027318934840969526,0.0022960000000000003,fm1,0.000708,89721.2543554007,93641.1149825784,0.08935546875,111.01243339253996,0.021016,0.04853651127546765,0.018012,cf1,0.0030039999999999997,107428.38107928047,107705.9737952476,0.0860595703125,718.3908045977013,0.023796,0.02761911805914306,0.00278,fm2,0.021016,85251.79856115108,107553.95683453238,segment_matching_annotaudio_Aditya_2018-08-16_2324_159_hp,-10,Aditya_2018-08-16_2324_159,1,,,
44,0.00732421875,2272.7272727272725,0.0012720000000000001,0.00355831636129626,0.0008759999999999999,fm1,0.000396,97031.96347031964,101598.17351598176,0.026214599609375,136.76148796498907,0.015892,0.012650067483420105,0.01462,cf1,0.0012720000000000001,105745.55403556774,106019.15184678523,0.039794921875,1020.4081632653059,0.017848,0.0137711021413485,0.001956,fm2,0.015892,89979.55010224949,93047.03476482617,segment_matching_annotaudio_Aditya_2018-08-16_2324_165_hp,-10,Aditya_2018-08-16_2324_165,1,,,
45,0.20074462890625,1126.1261261261259,0.002164,0.09802078662055706,0.001768,fm1,0.000396,93325.79185520363,104072.39819004525,0.535125732421875,76.94675284702986,0.028148000000000003,0.28328917477148224,0.025983999999999997,cf1,0.002164,105795.87438423645,106103.75615763546,0.154998779296875,1096.4912280701753,0.029968,0.09239847695926118,0.00182,fm2,0.028148000000000003,90659.34065934068,100000.0,segment_matching_annotaudio_Aditya_2018-08-16_2324_167_hp,-10,Aditya_2018-08-16_2324_167,1,,,
46,,,,,,,,,,0.06982421875,140.2918069584736,0.014884,0.031597515614497126,0.014252,cf1,0.0006320000000000001,106160.53887173733,106300.87005332584,0.06256103515625,1068.3760683760684,0.016748,0.02874853231694655,0.001864,fm1,0.014884,90665.23605150217,104613.7339055794,segment_matching_annotaudio_Aditya_2018-08-16_2324_179_hp,-10,Aditya_2018-08-16_2324_179,1,,,
47,,,,,,,,,,0.1375732421875,158.5288522511097,0.01318,0.06749877983355125,0.012612,cf1,0.0005679999999999999,106168.72819536948,106248.01776086267,0.05511474609375,1428.571428571429,0.014575999999999999,0.02541237557001137,0.001396,fm1,0.01318,89541.54727793697,105300.85959885387,segment_matching_annotaudio_Aditya_2018-08-16_2324_180_hp,-10,Aditya_2018-08-16_2324_180,1,,,
48,0.013275146484375,1543.20987654321,0.001448,0.005959166249173907,0.001288,fm1,0.00016,94720.49689440997,102484.47204968946,0.03167724609375,107.2041166380789,0.0201,0.013920787588128229,0.018652000000000002,cf1,0.001448,104814.49710486812,104868.11065837444,0.0142822265625,1288.659793814433,0.021648,0.005839735907067822,0.0015480000000000001,fm2,0.0201,93669.25064599485,104005.16795865633,segment_matching_annotaudio_Aditya_2018-08-16_2324_182_hp,-10,Aditya_2018-08-16_2324_182,2,,,
49,0.114501953125,1724.1379310344828,0.0014880000000000002,0.06891186813564577,0.001152,fm1,0.000336,92881.94444444444,104166.66666666669,0.46148681640625,97.42790335151987,0.022008,0.190598037920422,0.02052,cf1,0.0014880000000000002,105019.49317738789,105214.42495126704,0.425628662109375,1461.9883040935672,0.023368,0.2397573546688375,0.0013599999999999999,fm2,0.022008,88235.29411764706,102205.88235294119,segment_matching_annotaudio_Aditya_2018-08-16_2324_184_hp,-10,Aditya_2018-08-16_2324_184,1,,,
50,0.0146484375,1302.0833333333333,0.001568,0.006976945679578216,0.0015279999999999998,fm1,4e-05,92931.93717277488,101439.79057591622,0.03564453125,143.4308663224326,0.015508000000000001,0.017381401312817752,0.013940000000000001,cf1,0.001568,103802.00860832137,104088.95265423242,0.028900146484375,1336.8983957219252,0.017,0.01270541351550017,0.001492,fm2,0.015508000000000001,93833.78016085793,101876.67560321717,segment_matching_annotaudio_Aditya_2018-08-16_2324_192_hp,-10,Aditya_2018-08-16_2324_192,1,,,
51,,,,,,,,,,0.02691650390625,136.91128148959476,0.015184,0.013368394102917356,0.014603999999999999,cf1,0.00058,105245.13831826896,105382.08709942481,0.019134521484375,2450.980392156863,0.015996,0.009668025286013258,0.0008119999999999999,fm1,0.015184,96059.1133004926,102216.74876847288,segment_matching_annotaudio_Aditya_2018-08-16_2324_196_hp,-10,Aditya_2018-08-16_2324_196,1,,,
52,0.1365966796875,136.31406761177755,0.014668,0.07874554292489351,0.014668,fm1,0.0,106013.08971911644,106353.96782110717,0.025299072265625,5952.380952380952,0.015,0.009608536916425972,0.000332,cf1,0.014668,84337.34939759035,105421.68674698797,,,,,,,,,,segment_matching_annotaudio_Aditya_2018-08-16_2324_197_hp,-10,Aditya_2018-08-16_2324_197,1,,,
53,,,,,,,,,,0.1063232421875,51.51452709664125,0.040760000000000005,0.05261113316156549,0.03882,cf1,0.0019399999999999999,106414.21947449767,106620.2988150438,0.048187255859375,1785.7142857142858,0.041872,0.021672187778551632,0.001112,fm1,0.040760000000000005,95323.74100719426,98021.58273381297,segment_matching_annotaudio_Aditya_2018-08-16_2324_198_hp,-10,Aditya_2018-08-16_2324_198,1,,,
54,0.13116455078125,2500.0,0.000884,0.06289904653915153,0.000796,fm1,8.8e-05,105527.63819095476,106783.91959798997,0.2501220703125,118.59582542694496,0.017744,0.13353426297926532,0.01686,cf1,0.000884,108956.10913404508,109015.42111506524,0.11962890625,954.1984732824428,0.019836000000000003,0.052124877343555885,0.002092,fm2,0.017744,89388.14531548756,107074.56978967496,segment_matching_annotaudio_Aditya_2018-08-16_2324_20_hp,-10,Aditya_2018-08-16_2324_20,2,,,
